,描述,位置信息,区域,房屋信息,关注信息,总价,单价,type,area,Direction,decoration,Floor,Others,Floorh,Floorb,1室1厅 ,1室2厅 ,2室1厅 ,2室2厅 ,3室1厅 ,3室2厅 ,4室1厅 ,4室2厅 ,5室2厅 ,5室3厅 ,6室3厅 , 东 , 东 东南 , 东 西 , 东北 , 东南 , 东南 西北 , 南 , 南 北 , 西 , 西北 , 西南 , 其他 , 毛坯 , 简装 , 精装 , 3层  , 中楼层, 低楼层, 高楼层
0,嘉裕第六洲龙泽台 4室2厅 280万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 223.73平米 | 南 | 毛坯 | 低楼层(共9层)  | 暂无数据,0人关注 / 31天以前发布,280.0,12516.0,4室2厅 , 223.73平米 , 南 , 毛坯 , 低楼层(共9层)  , 暂无数据, 低楼层,9.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
82,纯别墅，精装修，3层楼，拎包入住，带花园,嘉裕第六洲 ,崇州,5室2厅 | 142.29平米 | 南 | 精装 | 中楼层(共4层)  | 板楼,14人关注 / 2个月以前发布,220.0,15462.0,5室2厅 , 142.29平米 , 南 , 精装 , 中楼层(共4层)  , 板楼, 中楼层,4.0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
83,嘉裕第六洲 3室2厅 280万,嘉裕第六洲 ,崇州,3室2厅 | 183平米 | 南 | 其他 | 低楼层(共1层)  | 板楼,0人关注 / 24天以前发布,280.0,15301.0,3室2厅 , 183平米 , 南 , 其他 , 低楼层(共1层)  , 板楼, 低楼层,1.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
84,嘉裕第六洲 装修下叠 户型方正 业主诚心出售,嘉裕第六洲 ,崇州,4室2厅 | 159.62平米 | 南 | 精装 | 低楼层(共4层)  | 板楼,7人关注 / 8个月以前发布,245.0,15349.0,4室2厅 , 159.62平米 , 南 , 精装 , 低楼层(共4层)  , 板楼, 低楼层,4.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
85,青城神韵 清水房 出行方便 街子古镇,青城神韵一期 ,崇州,2室1厅 | 65.46平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,8人关注 / 6个月以前发布,66.0,10083.0,2室1厅 , 65.46平米 , 南 北 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
86,嘉裕第六洲 4室2厅 310万,嘉裕第六洲 ,崇州,4室2厅 | 183平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 板楼,1人关注 / 4个月以前发布,310.0,16940.0,4室2厅 , 183平米 , 南 北 , 毛坯 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
91,嘉裕第六洲 小区档次高，环境幽静，绿化高,嘉裕第六洲 ,崇州,4室2厅 | 188.2平米 | 南 | 毛坯 | 3层  | 板楼,13人关注 / 6个月以前发布,280.0,14878.0,4室2厅 , 188.2平米 , 南 , 毛坯 , 3层  , 板楼, 3层  ,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
93,房子是别墅小区的叠拼户型，小区环境安静，安全性高,嘉裕第六洲 ,崇州,4室2厅 | 141.5平米 | 东南 | 毛坯 | 中楼层(共4层)  | 板楼,9人关注 / 4个月以前发布,169.0,11944.0,4室2厅 , 141.5平米 , 东南 , 毛坯 , 中楼层(共4层)  , 板楼, 中楼层,4.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
96,羊马湿地公园斑斓屿联排清水330万中间位置环境漂亮,嘉裕第六洲 ,崇州,4室2厅 | 182平米 | 南 | 其他 | 低楼层(共3层)  | 板楼,0人关注 / 2个月以前发布,330.0,18132.0,4室2厅 , 182平米 , 南 , 其他 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
97,嘉裕第六洲 4室2厅 290万,嘉裕第六洲 ,崇州,4室2厅 | 180平米 | 东南 | 其他 | 低楼层(共3层)  | 板楼,2人关注 / 2个月以前发布,290.0,16112.0,4室2厅 , 180平米 , 东南 , 其他 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
100,嘉裕第六洲 4室2厅 180万,嘉裕第六洲 ,崇州,4室2厅 | 140平米 | 东南 | 其他 | 中楼层(共4层)  | 板楼,1人关注 / 1个月以前发布,180.0,12858.0,4室2厅 , 140平米 , 东南 , 其他 , 中楼层(共4层)  , 板楼, 中楼层,4.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
101,别墅小区双拼户型，转角大花园，屋顶带花园,嘉裕第六洲 ,崇州,5室2厅 | 183.71平米 | 东南 | 毛坯 | 低楼层(共3层)  | 板楼,0人关注 / 1个月以前发布,330.0,17964.0,5室2厅 , 183.71平米 , 东南 , 毛坯 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
102,崇州 滨江新城小区 套三双卫跃层 真洋房 带花园,滨江新城小区 ,崇州,3室1厅 | 138平米 | 东南 | 精装 | 中楼层(共5层)  | 暂无数据,7人关注 / 10个月以前发布,135.0,9783.0,3室1厅 , 138平米 , 东南 , 精装 , 中楼层(共5层)  , 暂无数据, 中楼层,5.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
104,嘉裕的双拼别墅来了 布局合理价格实惠就等有眼光的您,嘉裕第六洲 ,崇州,6室3厅 | 301.82平米 | 南 | 其他 | 低楼层(共3层)  | 板楼,4人关注 / 3个月以前发布,360.0,11928.0,6室3厅 , 301.82平米 , 南 , 其他 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
105,城在公园里 端头联排 享2000余亩生态湿地公园,嘉裕第六洲 ,崇州,4室2厅 | 213平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 板楼,2人关注 / 2个月以前发布,350.0,16432.0,4室2厅 , 213平米 , 南 北 , 毛坯 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
106,城长在自然里 联排端头带转角大花园,嘉裕第六洲 ,崇州,4室2厅 | 225平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 板楼,1人关注 / 2个月以前发布,360.0,16000.0,4室2厅 , 225平米 , 南 北 , 毛坯 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
107,嘉裕第六洲 4室2厅 600万,嘉裕第六洲 ,崇州,4室2厅 | 180平米 | 东南 | 其他 | 低楼层(共2层)  | 板楼,2人关注 / 1个月以前发布,600.0,33334.0,4室2厅 , 180平米 , 东南 , 其他 , 低楼层(共2层)  , 板楼, 低楼层,2.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
110,蜀山栖镇 1室1厅 48万,蜀山栖镇 ,崇州,1室1厅 | 48.35平米 | 南 | 其他 | 高楼层(共4层)  | 暂无数据,7人关注 / 5个月以前发布,48.0,9928.0,1室1厅 , 48.35平米 , 南 , 其他 , 高楼层(共4层)  , 暂无数据, 高楼层,4.0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
111,嘉裕第六洲龙泽台 3室2厅 90万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125.57平米 | 东南 | 毛坯 | 中楼层(共9层)  | 暂无数据,2人关注 / 10天以前发布,90.0,7168.0,3室2厅 , 125.57平米 , 东南 , 毛坯 , 中楼层(共9层)  , 暂无数据, 中楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
112,嘉裕第六洲 电梯洋房 跃层带花园 羊马新城 2800亩湿地,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 204.77平米 | 东 东南 | 毛坯 | 低楼层(共7层)  | 暂无数据,0人关注 / 6天以前发布,166.0,8107.0,3室2厅 , 204.77平米 , 东 东南 , 毛坯 , 低楼层(共7层)  , 暂无数据, 低楼层,7.0,0,0,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
113,嘉裕第六洲龙泽台 3室2厅 84.5万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 106平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,1人关注 / 1天以前发布,84.5,7972.0,3室2厅 , 106平米 , 南 , 毛坯 , 低楼层(共7层)  , 板楼, 低楼层,7.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
115,蜀山栖镇 3室2厅 226万,蜀山栖镇 ,崇州,3室2厅 | 146.67平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 28天以前发布,226.0,15409.0,3室2厅 , 146.67平米 , 南 北 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
116,愿景春之雪 3室2厅 81.8万,愿景春之雪 ,崇州,3室2厅 | 124.34平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 25天以前发布,81.8,6579.0,3室2厅 , 124.34平米 , 南 , 精装 , 高楼层(共7层)  , 板楼, 高楼层,7.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
117,上林西江国际社区 3室2厅 99.9万,上林西江国际社区 ,崇州,3室2厅 | 121.89平米 | 西北 | 其他 | 中楼层(共18层)  | 板楼,3人关注 / 3个月以前发布,99.9,8196.0,3室2厅 , 121.89平米 , 西北 , 其他 , 中楼层(共18层)  , 板楼, 中楼层,18.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False
118,青城神韵一期 4室2厅 82万,青城神韵一期 ,崇州,4室2厅 | 88平米 | 东南 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 2个月以前发布,82.0,9319.0,4室2厅 , 88平米 , 东南 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
119,崇州市区别墅，居家装修，。。。。。。。。。,乐瑞街4号 ,崇州,4室2厅 | 319平米 | 东南 | 精装 | 低楼层(共2层)  | 暂无数据,3人关注 / 2个月以前发布,268.0,8402.0,4室2厅 , 319平米 , 东南 , 精装 , 低楼层(共2层)  , 暂无数据, 低楼层,2.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
121,蜀山栖镇 2室2厅 145万,蜀山栖镇 ,崇州,2室2厅 | 94.34平米 | 西 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 4天以前发布,145.0,15370.0,2室2厅 , 94.34平米 , 西 , 其他 , 低楼层(共2层)  , 暂无数据, 低楼层,2.0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
122,青城神韵一期 1室1厅 33.5万,青城神韵一期 ,崇州,1室1厅 | 39.72平米 | 东 | 其他 | 低楼层(共2层)  | 暂无数据,0人关注 / 1天以前发布,33.5,8435.0,1室1厅 , 39.72平米 , 东 , 其他 , 低楼层(共2层)  , 暂无数据, 低楼层,2.0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
124,房子是独栋别墅，小区环境安静，安全性高,嘉裕第六洲 ,崇州,5室2厅 | 186平米 | 东南 | 精装 | 低楼层(共3层)  | 板楼,10人关注 / 8个月以前发布,440.0,23656.0,5室2厅 , 186平米 , 东南 , 精装 , 低楼层(共3层)  , 板楼, 低楼层,3.0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
128,嘉裕第六洲龙泽台 3室2厅 120万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.05平米 | 南 | 毛坯 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,120.0,9521.0,3室2厅 , 126.05平米 , 南 , 毛坯 , 中楼层(共6层)  , 板楼, 中楼层,6.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
129,满五唯一，中间楼层可拎包入住，小区生活设施完善，,一品江山 ,崇州,1室1厅 | 47平米 | 南 北 | 简装 | 中楼层(共14层)  | 板楼,0人关注 / 31天以前发布,40.0,8511.0,1室1厅 , 47平米 , 南 北 , 简装 , 中楼层(共14层)  , 板楼, 中楼层,14.0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
130,昙云雅居 2室2厅 52万,昙云雅居 ,崇州,2室2厅 | 89平米 | 南 | 毛坯 | 低楼层(共3层)  | 板塔结合,1人关注 / 30天以前发布,52.0,5843.0,2室2厅 , 89平米 , 南 , 毛坯 , 低楼层(共3层)  , 板塔结合, 低楼层,3.0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
133,蜀山栖镇 2室1厅 128万,蜀山栖镇 ,崇州,2室1厅 | 95.73平米 | 西南 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 3个月以前发布,128.0,13371.0,2室1厅 , 95.73平米 , 西南 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
136,青城神韵一期 1室2厅 42.3万,青城神韵一期 ,崇州,1室2厅 | 46.04平米 | 西南 | 其他 | 低楼层(共3层)  | 暂无数据,3人关注 / 1个月以前发布,42.3,9188.0,1室2厅 , 46.04平米 , 西南 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
137,青城神韵一期 2室2厅 67万,青城神韵一期 ,崇州,2室2厅 | 66.24平米 | 东南 西北 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 1个月以前发布,67.0,10115.0,2室2厅 , 66.24平米 , 东南 西北 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
138,青城神韵一期 3室2厅 85万,青城神韵一期 ,崇州,3室2厅 | 76.2平米 | 东 西 | 其他 | 低楼层(共1层)  | 暂无数据,1人关注 / 1个月以前发布,85.0,11155.0,3室2厅 , 76.2平米 , 东 西 , 其他 , 低楼层(共1层)  , 暂无数据, 低楼层,1.0,0,0,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
139,昙云雅居 2室1厅 36万,昙云雅居 ,崇州,2室1厅 | 72.46平米 | 南 | 其他 | 低楼层(共1层)  | 板塔结合,2人关注 / 15天以前发布,36.0,4969.0,2室1厅 , 72.46平米 , 南 , 其他 , 低楼层(共1层)  , 板塔结合, 低楼层,1.0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
141,嘉裕第六洲龙泽台 3室2厅 130万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 127.07平米 | 南 | 简装 | 高楼层(共7层)  | 板楼,0人关注 / 1个月以前发布,130.0,10231.0,3室2厅 , 127.07平米 , 南 , 简装 , 高楼层(共7层)  , 板楼, 高楼层,7.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
142,嘉裕第六洲龙泽台 4室2厅 175万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 157.24平米 | 南 | 其他 | 高楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,175.0,11130.0,4室2厅 , 157.24平米 , 南 , 其他 , 高楼层(共7层)  , 暂无数据, 高楼层,7.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
143,嘉裕第六洲龙泽台 3室2厅 125万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.74平米 | 南 | 其他 | 中楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,125.0,9863.0,3室2厅 , 126.74平米 , 南 , 其他 , 中楼层(共6层)  , 板楼, 中楼层,6.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
144,新小区环境好，装修套三，户型方正，电梯洋房,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125.15平米 | 东南 | 其他 | 中楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,120.0,9589.0,3室2厅 , 125.15平米 , 东南 , 其他 , 中楼层(共9层)  , 暂无数据, 中楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
145,嘉裕第六洲龙泽台 3室1厅 158万,嘉裕第六洲龙泽台 ,崇州,3室1厅 | 161.98平米 | 东南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,158.0,9755.0,3室1厅 , 161.98平米 , 东南 , 其他 , 高楼层(共9层)  , 暂无数据, 高楼层,9.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
146,嘉裕第六洲龙泽台 3室2厅 138万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.27平米 | 南 | 毛坯 | 高楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,138.0,10929.0,3室2厅 , 126.27平米 , 南 , 毛坯 , 高楼层(共9层)  , 暂无数据, 高楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
147,嘉裕第六洲龙泽台 3室2厅 126万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.27平米 | 南 | 其他 | 中楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,126.0,9979.0,3室2厅 , 126.27平米 , 南 , 其他 , 中楼层(共9层)  , 暂无数据, 中楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
148,羊马新城，自带2000亩的湿地公园总高7层花园电梯洋房,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125平米 | 东南 | 其他 | 低楼层(共9层)  | 板楼,0人关注 / 1个月以前发布,120.0,9600.0,3室2厅 , 125平米 , 东南 , 其他 , 低楼层(共9层)  , 板楼, 低楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
153,电梯洋房1梯两户享受2000亩湿地公园。看房提前联系,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125平米 | 西南 | 其他 | 中楼层(共9层)  | 板楼,0人关注 / 31天以前发布,150.0,12000.0,3室2厅 , 125平米 , 西南 , 其他 , 中楼层(共9层)  , 板楼, 中楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
155,嘉裕第六洲龙泽台 3室1厅 165万,嘉裕第六洲龙泽台 ,崇州,3室1厅 | 162.19平米 | 东南 | 其他 | 高楼层(共9层)  | 暂无数据,0人关注 / 19天以前发布,165.0,10174.0,3室1厅 , 162.19平米 , 东南 , 其他 , 高楼层(共9层)  , 暂无数据, 高楼层,9.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
156,嘉裕第六洲龙泽台 3室2厅 223万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 202.09平米 | 东南 | 其他 | 低楼层(共9层)  | 暂无数据,0人关注 / 17天以前发布,223.0,11035.0,3室2厅 , 202.09平米 , 东南 , 其他 , 低楼层(共9层)  , 暂无数据, 低楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
157,嘉裕第六洲龙泽台 3室2厅 105万,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 125.13平米 | 东南 | 其他 | 中楼层(共9层)  | 暂无数据,0人关注 / 17天以前发布,105.0,8392.0,3室2厅 , 125.13平米 , 东南 , 其他 , 中楼层(共9层)  , 暂无数据, 中楼层,9.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
158,嘉裕第六洲龙泽台 4室2厅 135万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 204.72平米 | 东南 | 其他 | 低楼层(共6层)  | 暂无数据,4人关注 / 16天以前发布,135.0,6595.0,4室2厅 , 204.72平米 , 东南 , 其他 , 低楼层(共6层)  , 暂无数据, 低楼层,6.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
162,成熟配套 区域低价现房 交通出行便利,西蜀御景二期 ,崇州,4室2厅 | 166平米 | 西南 | 其他 | 高楼层(共18层)  | 塔楼,0人关注 / 3个月以前发布,90.0,5422.0,4室2厅 , 166平米 , 西南 , 其他 , 高楼层(共18层)  , 塔楼, 高楼层,18.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
163,嘉裕第六洲 4室2厅 260万,嘉裕第六洲 ,崇州,4室2厅 | 160平米 | 东南 | 其他 | 低楼层(共4层)  | 板楼,0人关注 / 1个月以前发布,260.0,16250.0,4室2厅 , 160平米 , 东南 , 其他 , 低楼层(共4层)  , 板楼, 低楼层,4.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
165,嘉裕第六洲龙泽台 2室2厅 150万,嘉裕第六洲龙泽台 ,崇州,2室2厅 | 202.84平米 | 南 | 毛坯 | 低楼层(共9层)  | 暂无数据,0人关注 / 1个月以前发布,150.0,7395.0,2室2厅 , 202.84平米 , 南 , 毛坯 , 低楼层(共9层)  , 暂无数据, 低楼层,9.0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
166,上林西江国际社区 3室1厅 83万,上林西江国际社区 ,崇州,3室1厅 | 96.22平米 | 西北 | 简装 | 低楼层(共11层)  | 板楼,2人关注 / 1个月以前发布,83.0,8627.0,3室1厅 , 96.22平米 , 西北 , 简装 , 低楼层(共11层)  , 板楼, 低楼层,11.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
170,西江明珠 4室2厅 95万,西江明珠 ,崇州,4室2厅 | 133.74平米 | 东 西 | 精装 | 高楼层(共5层)  | 暂无数据,1人关注 / 2个月以前发布,95.0,7104.0,4室2厅 , 133.74平米 , 东 西 , 精装 , 高楼层(共5层)  , 暂无数据, 高楼层,5.0,0,0,0,0,0,0,0,1,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
171,愿景浣溪沙二期 3室2厅 110万,愿景浣溪沙二期 ,崇州,3室2厅 | 113.67平米 | 西南 | 精装 | 中楼层(共28层)  | 板塔结合,1人关注 / 2个月以前发布,110.0,9678.0,3室2厅 , 113.67平米 , 西南 , 精装 , 中楼层(共28层)  , 板塔结合, 中楼层,28.0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
173,崇州  套四双卫  带屋顶花园  读书方便,唐安东路82号院 ,崇州,4室1厅 | 131.48平米 | 西南 | 精装 | 高楼层(共5层)  | 暂无数据,0人关注 / 2个月以前发布,88.0,6694.0,4室1厅 , 131.48平米 , 西南 , 精装 , 高楼层(共5层)  , 暂无数据, 高楼层,5.0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
174,嘉裕第六洲龙泽台 4室2厅 225万,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 237.64平米 | 南 | 毛坯 | 低楼层(共7层)  | 暂无数据,0人关注 / 1个月以前发布,225.0,9469.0,4室2厅 , 237.64平米 , 南 , 毛坯 , 低楼层(共7层)  , 暂无数据, 低楼层,7.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
175,嘉裕第六洲龙泽台花园洋房，清水大套三。,嘉裕第六洲龙泽台 ,崇州,3室2厅 | 126.8平米 | 东 | 毛坯 | 高楼层(共6层)  | 暂无数据,0人关注 / 1个月以前发布,130.0,10253.0,3室2厅 , 126.8平米 , 东 , 毛坯 , 高楼层(共6层)  , 暂无数据, 高楼层,6.0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
177,嘉裕第六洲龙泽台 洋房底跃 清水带花园地下室 全款,嘉裕第六洲龙泽台 ,崇州,4室2厅 | 225.4平米 | 南 | 毛坯 | 低楼层(共6层)  | 板楼,0人关注 / 1个月以前发布,225.0,9983.0,4室2厅 , 225.4平米 , 南 , 毛坯 , 低楼层(共6层)  , 板楼, 低楼层,6.0,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
183,青城神韵小区 街子古镇  环境舒适,青城神韵一期 ,崇州,2室1厅 | 69平米 | 南 北 | 其他 | 低楼层(共3层)  | 暂无数据,0人关注 / 3个月以前发布,72.0,10435.0,2室1厅 , 69平米 , 南 北 , 其他 , 低楼层(共3层)  , 暂无数据, 低楼层,3.0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
186,上林西江国际社区 3室1厅 92万,上林西江国际社区 ,崇州,3室1厅 | 93平米 | 南 北 | 简装 | 高楼层(共8层)  | 板楼,0人关注 / 2个月以前发布,92.0,9893.0,3室1厅 , 93平米 , 南 北 , 简装 , 高楼层(共8层)  , 板楼, 高楼层,8.0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
